,Motivation,e,e_x,CE Hours,Performance
0,4.901673261578526,-0.0976495340396961,-0.12231451367567683,3.328522117113586,5.017448155306361
1,4.319177514690296,0.04951144504452509,0.07493827590358451,3.2345270332487326,4.82636371901404
2,3.5716018759304706,0.17373430229503384,-0.15635993417076746,2.6294410037944678,4.274255742157503
3,6.580430201005548,0.12494513045257674,0.031197173353455537,4.32141227385623,6.5758663678834655
4,7.912445788855937,0.09804237946275866,0.01623265003934599,4.972455544467315,7.540493046124385
5,5.132036491330409,0.1572313772360514,-0.022810190107434517,3.54320805555777,5.494853650680141
6,2.8485941497126817,-0.0845923553072366,-0.1408815330837219,2.283415541772619,3.481412490435414
7,5.242374982009268,-0.0032327446156356224,-0.11539219859917021,3.505795292405464,5.370852392591731
8,8.525672310113727,0.05174293497637287,0.0954228511443999,5.358259006201263,7.993708593133867
9,4.358145783385458,0.10080678014106786,-0.06658189278478129,3.1124909989079477,4.836125171287771
10,5.570862617953382,-0.017625839538687436,0.12311357785522131,3.9085448868319124,5.722077912853959
11,2.812039183374514,0.02315385255911817,0.06152059193019854,2.4675401836174555,3.662943536055103
12,1.988340737482017,0.1573579944565789,-0.004988764898835288,1.989181603842173,3.146119165118674
13,1.7442248404307197,-0.06197997923134522,0.15484375332005465,2.0269561735354147,2.823610527751722
14,4.397738263442373,0.13700598079586,-0.0427586821423193,3.1561104495788674,4.91393033730648
15,4.072606095577531,-0.1125840453369257,-0.052685514935261295,2.983617532853504,4.415527768878592
16,8.867433197532513,0.22124211323347898,-0.010608213420447194,5.4231083853458095,8.366512904672641
17,1.5676746467168043,0.020440624016457225,0.0919585732663305,1.8757958966247328,2.7421758956872258
18,7.796213130356754,-0.12898537870108726,-0.02980450422738389,4.8683020609509935,7.203272216952786
19,1.479726908367459,0.14979760073134632,-0.1618476642956393,1.5780157898880902,2.6786689498591207
20,7.385402047235983,-0.07637231775100849,0.10471846445831862,4.797419488076311,7.015038449905138
21,2.0391665434317567,-0.09608008390981446,-0.001810458339340124,2.017772813376538,2.932389594494333
22,5.83710003988346,0.058146281469874765,0.1400482952207499,4.05859831516248,6.005995458992845
23,6.819496394912674,0.23020834406825044,0.030569794299603888,4.440317991755941,6.860115537402558
24,4.64652721183492,0.004315578920514536,-0.08375184746854081,3.239511758448919,4.947335064062433
25,6.01026024138055,-0.0953253712495769,0.08841654171492176,4.093546662405196,5.956578080643296
26,1.3994003834772808,0.0033034303831971502,-0.05371407385999813,1.6459861178786424,2.525996681061159
27,5.901148780939153,-0.011741859202368018,0.0002708838658285898,3.950845274335405,5.914255168434912
28,3.38251673388391,0.034072089474895734,0.0740956436599685,2.7653540106019237,4.108007461717812
29,4.2619216718821304,-0.01357427463075692,0.04536247454326511,3.1763233104843303,4.705548216552473
30,5.5033643174453255,0.07295443663612547,0.18223598692513934,3.933918145647802,5.791595668182689
31,0.7197410311259353,0.06283003576850474,-0.09688765807037124,1.2629828574925965,2.0541919800777704
32,4.816311231088848,-0.1401693854210799,0.11651981551796753,3.524675431062392,5.03032394565454
33,4.028612356846361,-0.004159752467041435,-0.036497455977202074,2.9778087224459786,4.4990507871791285
34,2.680289744201208,0.1755795224265838,0.07574674308183439,2.415891615182438,3.7236702021184067
35,3.879698672884339,0.08499639842806318,-0.07411873297568422,2.8657306034664853,4.457711036603475
36,6.396798623118789,0.018870093965582424,0.0065112454420558855,4.20491055700145,6.319724684025702
37,8.463574065955017,-0.020630223569920465,0.09844564958360341,5.330232682561112,7.876273150688144
38,3.351449709869545,-0.05322048942463845,0.07795600398118735,2.75368085891596,3.999344794968114
39,4.856456650829573,0.10499638238610848,0.11825585601805733,3.546484181432844,5.306466798517317
40,1.8020842537937434,0.00692166858982905,-0.013921610486869785,1.8871205164100018,2.8515240536917017
41,7.476610467651188,-0.11565069179072547,0.09125383997035671,4.82955907379595,7.037434078932844
42,7.6155856772149235,0.04136220847380867,0.05531550266972146,4.863108341277183,7.280709217719862
43,0.9551193297310103,0.09118839764360512,-0.008396763657708457,1.4691629012077967,2.3033295131130087
44,6.088888452757599,0.015821875740569535,-0.03255129785903845,4.011892928519761,6.06621256637925
45,3.662199439198823,0.031434874987580116,0.04107949796334553,2.8721792175627567,4.2986242033683695
46,2.581040170269266,0.012699499547847732,0.014678571367727256,2.3051986565023603,3.455818912933661
47,6.092205014327121,0.04570133874933659,-0.0058146073152745,4.040287899848286,6.11194779583704
48,6.255591965231073,0.09891541580107398,0.04888724114006804,4.176683223755605,6.315053010294413
49,5.180949596044359,-0.16494348063382955,-0.06088704784202337,3.529587750180156,5.1903251924784275
50,2.2108764160628387,-0.004670333968820634,0.12799043432885718,2.2334286423602765,3.217482195242737
51,6.176476600171474,0.11321962004955177,-0.02179555114481002,4.066442748940927,6.234679294605753
52,5.4253770145510085,0.08893499679217608,-0.11141770209912057,3.6012708051763838,5.602258906655872
53,4.101507238806123,-0.036554143776539365,0.04640114244020447,3.097154761843266,4.562776856548155
54,5.009569101512957,-0.2797159632101245,0.12261086148741207,3.6273954122438905,5.038766293668299
55,6.602785533098743,-0.0678672965615208,-0.07875537042843597,4.222637396120936,6.3448441680483185
56,6.5083577244622015,-0.22366424066614032,0.01069247201201302,4.2648713342431135,6.162950288686517
57,4.69124582639525,-0.19044610592199027,-0.1209356466621462,3.224687266535479,4.767520440543374
58,7.315442081723852,0.09877015780914872,-0.1267342873824747,4.530986753479451,7.0219845754108
59,7.643063874130563,-0.03926679478214034,0.26836086268308557,5.089892799748367,7.327211542157325
60,5.743211493846199,-0.08659327672096451,-0.06870956460287606,3.8028961823202234,5.686460561362246
61,6.2008683705989265,0.11207796066359184,-0.016839636025489737,4.083594549273973,6.254309420600041
62,4.997621784195237,0.057042779559243854,0.12089966251455622,3.619710554612175,5.36570894896295
63,5.899294616098617,0.0840047719928155,-0.05528410408979134,3.894363203959517,5.980833682021882
64,5.939639907936048,0.043635308401262764,-0.0029214527356208357,3.966898501232403,5.9969045129854885
65,7.864600571681171,0.06531038357090588,0.06627030382424472,4.998570589664831,7.496895964243907
66,7.150427297889658,-0.08683367261787044,-0.040446696901242085,4.534766952043587,6.755763452348753
67,4.346786541410433,-0.16903780469239574,0.0922604115943888,3.265653682299605,4.6371823071626235
68,7.003659651771914,-0.1534561136129506,-0.026475920079772893,4.475353905806184,6.586050665176098
69,5.445366099233516,0.08303465481217732,-0.17889011968158083,3.5437929299351776,5.577614169396524
70,4.091612642063523,-0.2695125102146283,-0.05540779069486617,2.990398530336895,4.27149307598558
